ERAID,Rank,Title,FoR1,FoR1 Name,FoR2,FoR2 Name,FoR3,FoR2 Name,ISSN1,ISSN2,ISSN3,ISSN4
19155,A,British Journal of Management,1503,Business and Management,,,,,1045-3172,1467-8551,,
785,B,British Journal of Mathematical and Statistical Psychology,0104,Statistics ,1701,Psychology,,,0007-1102,,,
44821,B,British Journal of Medical and Surgical Urology,1103,Clinical Sciences,,,,,1875-9742,,,
30064,A*,British Journal of Middle Eastern Studies,16,Studies In Human Society,20,"Language, Communication and Culture",21,History and Archaeology,1353-0194,1469-3542,,
14066,C,British Journal of Midwifery,1110,Nursing,,,,,0969-4900,,,
9890,A,British Journal of Music Education,1302,Curriculum and Pedagogy ,1904,Performing Arts and Creative Writing,,,0265-0517,1469-2104,,
9891,B,British Journal of Music Therapy,1904,Performing Arts and Creative Writing,,,,,1359-4575,0951-5038,,
30438,B,British Journal of Neuroscience Nursing,1110,Nursing,1109,Neurosciences,,,1747-0307,,,
15835,C,British Journal of Neurosurgery,1103,Clinical Sciences,1109,Neurosciences,,,0268-8697,1360-046X,,
14067,C,British Journal of Nursing,1110,Nursing,,,,,0966-0461,0142-0372,,
13453,A,British Journal of Nutrition,1111,Nutrition and Dietetics,0702,Animal Production,,,0007-1145,1475-2662,,
15837,C,British Journal of Occupational Therapy,1103,Clinical Sciences,,,,,0308-0226,1477-6006,,
15838,B,British Journal of Ophthalmology,1113,Ophthalmology and Optometry,1103,Clinical Sciences,1117,Public Health and Health Services,0007-1161,1468-2079,,
14305,B,British Journal of Oral and Maxillofacial Surgery,1105,Dentistry,,,,,0266-4356,1532-1940,0007-117X,
14703,A*,British Journal of Pharmacology,1115,Pharmacology and Pharmaceutical Sciences,,,,,0007-1188,1476-5381,0366-0826,
34149,C,British Journal of Phytotherapy,1104,Complementary and Alternative Medicine,,,,,0959-6879,,,
18740,A*,British Journal of Political Science,1605,Policy and Administration,1606,Political Science,,,0007-1234,1469-2112,,
13071,A*,British Journal of Psychiatry,1103,Clinical Sciences,1701,Psychology,,,0007-1250,0960-5371,1472-1465,
6158,B,British Journal of Psychology,1701,Psychology,1702,Cognitive Science,,,0007-1269,,,
39976,B,British Journal of Psychotherapy,MD,Multidisciplinary,,,,,0265-9883,1752-0118,,
15841,B,British Journal of Radiology,1103,Clinical Sciences,,,,,0007-1285,1748-880X,,
12662,B,British Journal of Religious Education,1301,Education Systems ,2204,Religion and Religious Studies,,,0141-6200,1740-7931,,
41555,C,British Journal of School Nursing,1110,Nursing,1117,Public Health and Health Services,,,1752-2803,,,
6159,B,British Journal of Social Psychology,1701,Psychology,1702,Cognitive Science,,,0144-6665,,,
10825,A*,British Journal of Sociology,1608,Sociology,,,,,0007-1315,1468-4446,,
10826,A,British Journal of Sociology of Education,1608,Sociology,1303,Specialist Studies In Education,,,0142-5692,1465-3346,,
20708,B,British Journal of Special Education,1303,Specialist Studies In Education,,,,,0952-3383,1467-8578,,
9744,A,British Journal of Sports Medicine,1106,Human Movement and Sports Science,,,,,0306-3674,,,
15842,A,British Journal of Surgery,1103,Clinical Sciences,,,,,0007-1323,1365-2168,1102-4151,
20564,B,British Journal of Teaching Physical Education,1302,Curriculum and Pedagogy ,,,,,1472-4375,,,
15844,C,British Journal of Urology (BJU) International,1103,Clinical Sciences,,,,,1464-4096,,,
40012,C,British Journal of Visual Impairment,1103,Clinical Sciences,1113,Ophthalmology and Optometry,1117,Public Health and Health Services,0264-6196,1744-5809,,
15300,B,British Medical Bulletin,11,Medical and Health Sciences,,,,,0007-1420,1471-8391,,
3071,C,British Myriapod and Isopod Group. Bulletin,0608,Zoology,,,,,1475-1739,0267-2154,,
18742,B,British Politics,1606,Political Science,,,,,1746-918X,1746-9198,,
9892,C,British Postgraduate Musicology (Online Edition),1904,Performing Arts and Creative Writing,,,,,1460-9231,,,
5450,A,British Poultry Science,0702,Animal Production,,,,,0007-1668,1466-1799,,
40148,C,British Psychological Society. Counselling Psychology Section: Counselling Psychology Review,1701,Psychology,,,,,0269-6975,,,
19079,A*,British Tax Review,1501,"Accounting, Auditing and Accountability",1801,Law,,,0007-1870,,,
33864,A,British Year Book of International Law,1801,Law,,,,,0068-2691,,,
2712,C,Brittonia,0607,Plant Biology,,,,,0007-196X,1938-436X,,
35730,B,Broadsheet,1902,"Film, Television and Digital Media",1905,Visual Arts and Crafts,1901,Art Theory and Criticism,0007-2044,,,
7021,C,Brocar: cuadernos de investigacion historica,2103,Historical Studies,,,,,0214-4670,1885-8155,,
34568,B,Brolga: an Australian journal about dance,1904,Performing Arts and Creative Writing,,,,,1322-7645,,,
14898,C,Bromatologia i Chemia Toksykologiczna,1115,Pharmacology and Pharmaceutical Sciences,,,,,0365-9445,,,
2713,C,Bromeliad Society. Journal,0607,Plant Biology,,,,,0090-8738,0007-2184,,
11536,C,Bronte Studies,2005,Literary Studies,,,,,1474-8932,1745-8226,0309-7765,
18251,A,Brookings Papers on Economic Activity,1402,Applied Economics,,,,,0007-2303,1533-4465,,
33145,C,Brooklyn Journal of International Law,1801,Law,,,,,0740-4824,,,
33146,B,Brooklyn Law Review,1801,Law,,,,,0007-2362,,,
11724,C,Brooklyn Review,2005,Literary Studies,,,,,1942-4612,,,
35243,C,Bruniana and Campanelliana,2203,Philosophy ,,,,,1125-3819,,,
2572,B,Bryologist,0607,Plant Biology,,,,,0007-2745,1938-4378,,
2714,C,Bryonora,0607,Plant Biology,,,,,0862-8904,,,
5062,C,BT Technology Journal,1005,Communications Technologies,,,,,1358-3948,1573-1995,,
40589,C,Buddhist Studies,2204,Religion and Religious Studies,,,,,0285-0605,,,
21227,C,Buddhist Studies Review,2204,Religion and Religious Studies,,,,,0265-2897,1747-9681,,
21226,C,Buddhist-Christian Studies,2204,Religion and Religious Studies,,,,,1934-080X,,,
35731,C,Budhi: A Journal of Ideas and Culture,2002,Cultural Studies,2203,Philosophy ,,,0118-5942,,,
33147,C,Buffalo Environmental Law Journal,1801,Law,,,,,1066-8837,1930-8027,,
33148,C,Buffalo Human Rights Law Review,1801,Law,,,,,1098-3643,,,
33149,C,Buffalo Intellectual Property Law Journal,1801,Law,,,,,1539-9036,,,
33150,C,Buffalo Law Review,1801,Law,,,,,0023-9356,,,
35428,C,Buffalo Women's Law Journal,1801,Law,,,,,1523-5491,1080-0905,,
21057,B,Building Acoustics,0913,Mechanical Engineering,1202,Building,,,1351-010X,,,
36747,C,Building and Construction Law Journal,1801,Law,1202,Building,,,0815-6050,,,
4160,A*,Building and Environment,1201,Architecture,1202,Building,,,0360-1323,1873-684X,0007-3628,
4161,A*,"Building Research and Information: the international journal of research, development and demonstration",1201,Architecture,1202,Building,,,0961-3218,1466-4321,0182-3329,
44890,C,Building Research Journal,1202,Building,,,,,1335-8863,,,
21059,A,Building Services Engineering Research and Technology: an international journal,0905,Civil Engineering,1202,Building,,,0143-6244,1477-0849,,
20951,B,Buildings and Landscapes: journal of the vernacular architecture forum,1201,Architecture,,,,,1936-0886,1934-6832,0887-9885,
20952,A,Built Environment,1205,Urban and Regional Planning,1201,Architecture,,,0263-7960,,,
3945,C,Bulgarian Chemistry and Industry,03,Chemical Sciences,,,,,1311-1663,1310-6716,,
5595,C,Bulgarian Journal of Veterinary Medicine,0707,Veterinary Sciences,,,,,1311-1477,,,
41348,C,"Bulk Solids and Powder, Science and Technology",0904,Chemical Engineering ,0910,Manufacturing Engineering,,,1613-4370,,,
6882,B,Bulletin Antieke Beschaving: annual papers on Mediterranean archaeology,2101,Archaeology,,,,,0165-9367,1783-1369,,
8284,C,Bulletin Archeologique Polonais,2101,Archaeology,,,,,0043-5082,,,
30592,B,Bulletin Canadien d'Histoire de la Medecine,2103,Historical Studies,,,,,0823-2105,,,
17562,C,Bulletin de Academie Lorraine de Sciences,MD,Multidisciplinary,,,,,1635-8597,0567-6576,,
6922,A,Bulletin de Correspondance Hellenique,2101,Archaeology,,,,,0007-4217,,,
36917,B,Bulletin de Institut Francais d'Archeologie Orientale du Caire,2101,Archaeology,2103,Historical Studies,2199,Other History and Archaeology,0255-0962,,,
2064,C,Bulletin de l Academie Polonaise des Sciences-Serie des Sciences Biologiques,06,Biological Sciences,,,,,0867-1656,,,
12663,B,Bulletin de la Société d’Archéologie Copte,2204,Religion and Religious Studies,2101,Archaeology,,,0005-948X,,,
6925,C,Bulletin de la Societe de l'histoire du Protestantisme Francais,2204,Religion and Religious Studies,,,,,1141-054x,,,
8745,B,Bulletin de la Societe de Linguistique de Paris,2004,Linguistics,,,,,0037-9069,1783-1385,,
7985,C,Bulletin de la Societe d'egyptologie de Geneve,2101,Archaeology,,,,,0255-6286,,,
7988,B,Bulletin de la Societe Prehistorique Francaise,2101,Archaeology,,,,,0249-7638,,,
44977,C,Bulletin de l'Académie royale de langue et de littératures françaises,2003,Language Studies,2005,Literary Studies,,,0770-7061,,,
9458,A*,Bulletin de l'ecole Francaise d'extreme-Orient,1601,Anthropology ,2101,Archaeology,2103,Historical Studies,0336-1519,,,
7990,A,Bulletin de l'institut d'egypte,2101,Archaeology,2103,Historical Studies,,,0366-4228,,,
7991,A,Bulletin de l'Institut francais d'études Andines,2101,Archaeology,,,,,0303-7495,,,
8347,B,Bulletin de Philosophie Medievale,2203,Philosophy ,,,,,0068-4023,,,
6160,C,Bulletin de Psychologie,1701,Psychology,1702,Cognitive Science,,,0007-4403,,,
41826,C,Bulletin de Societe de l'Histoire du Protestantisme Francais,2204,Religion and Religious Studies,,,,,0037-9050,,,
474,B,Bulletin des Sciences Mathematiques,0101,Pure Mathematics,,,,,0007-4497,1952-4773,,
36438,B,Bulletin d'Etudes Indiennes,MD,Multidisciplinary,,,,,0761-3156,,,
8747,C,Bulletin d'etudes Parnassiennes et Symbolistes,2004,Linguistics,2005,Literary Studies,2002,Cultural Studies,0997-3907,,,
34955,B,Bulletin for Biblical Research,2204,Religion and Religious Studies,,,,,1065-223X,,,
35429,B,Bulletin for International Taxation,1801,Law,,,,,1819-5490,0007-4624,,
35260,C,Bulletin Marcel Proust,2005,Literary Studies,,,,,1249-674X,0583-8452,,
7992,A,Bulletin Monumental,2101,Archaeology,1201,Architecture,,,0007-473X,,,
32017,C,Bulletin of Applied Computing and Information Technology,08,Information and Computing Sciences,,,,,1176-4120,,,
34471,C,Bulletin of Canadian Petroleum Geology,0914,Resources Engineering and Extractive Metallurgy,0403,Geology,,,0007-4802,,,
19742,C,Bulletin of Comparative Labour Relations,1503,Business and Management,,,,,0770-3724,,,
34469,B,Bulletin of Earthquake Engineering,0905,Civil Engineering,0403,Geology,,,1570-761X,1573-1456,,
18193,B,Bulletin of Economic Research,14,Economics,,,,,0307-3378,1467-8586,,
3457,C,Bulletin of Engineering Geology and the Environment,0905,Civil Engineering,0403,Geology,,,1435-9529,1435-9537,,
2850,B,Bulletin of Entomological Research: containing original and review articles on economic entomology,0608,Zoology,,,,,0007-4853,1475-2670,,
5810,C,Bulletin of Environmental Contamination and Toxicology,05,Environmental Sciences,03,Chemical Sciences,06,Biological Sciences,0007-4861,1432-0800,,
15301,C,Bulletin of Experimental Biology and Medicine,11,Medical and Health Sciences,,,,,0007-4888,1573-8221,0365-9615,
34574,C,Bulletin of Geosciences,0403,Geology,,,,,1214-1119,1210-3527,,
11726,A*,Bulletin of Hispanic Studies (Liverpool),2005,Literary Studies,2004,Linguistics,2002,Cultural Studies,1475-3839,1478-3398,1367-9376,
18194,A,Bulletin of Indonesian Economic Studies,14,Economics,,,,,0007-4918,1472-7234,,
36611,C,Bulletin of Informatics and Cybernetics,0806,Information Systems,1702,Cognitive Science,,,0286-522X,,,
41557,B,Bulletin of Insectology,0608,Zoology,,,,,1721-8861,,,
31431,A,Bulletin of Latin American Research,2005,Literary Studies,,,,,0261-3050,1470-9856,,
3215,C,Bulletin of Marine Science,06,Biological Sciences,04,Earth Sciences,,,0007-4977,1553-6955,,
4874,C,Bulletin of Materials Science,0912,Materials Engineering,,,,,0250-4707,0973-7669,,
924,A,Bulletin of Mathematical Biology,01,Mathematical Sciences,06,Biological Sciences,,,0092-8240,1522-9602,,
14899,C,Bulletin of Pharmaceutical Sciences,1115,Pharmacology and Pharmaceutical Sciences,,,,,1110-0052,,,
3072,C,Bulletin of Pure and Applied Sciences. Section A: Zoology,0608,Zoology,,,,,0970-0765,,,
2715,C,Bulletin of Pure and Applied Sciences. Section B: Botany,0607,Plant Biology,,,,,0970-4612,,,
475,C,Bulletin of Pure and Applied Sciences. Section E: Mathematics,0101,Pure Mathematics,0102,Applied Mathematics,,,0970-6577,0970-4604,,
10827,C,Bulletin of Science Technology and Society,1608,Sociology,2202,History and Philosophy Of Specific Fields,,,0270-4676,1552-4183,,
32183,C,Bulletin of the Academia Sinica. Institute of Mathematics,0101,Pure Mathematics,,,,,0304-9825,,,
21237,A,Bulletin of the Academia Sinica. Institute of Modern History,MD,Multidisciplinary,,,,,1029-4740,,,
448,A*,Bulletin of the American Mathematical Society,0101,Pure Mathematics,,,,,0273-0979,1088-9485,,
7993,A,Bulletin of the American Schools of Oriental Research,2002,Cultural Studies,2101,Archaeology,,,0003-097X,1557-5586,,
7994,A,Bulletin of the American Society of Papyrologists,2101,Archaeology,,,,,0003-1186,1938-6958,,
34887,B,Bulletin of the Asia Institute,21,History and Archaeology,19,Studies In Creative Arts and Writing,,,0890-4464,,,
7997,C,Bulletin of the Australian Centre for Egyptology,2101,Archaeology,,,,,1035-7254,,,
10266,C,Bulletin of the Australian Institute for the Conservation of Cultural Material,2102,Curatorial and Related Studies,,,,,1034-4233,,,
73,B,Bulletin of the Australian Mathematical Society,0101,Pure Mathematics,,,,,0004-9727,1755-1633,,
74,C,Bulletin of the Belgian Mathematical Society - Simon Stevin.,0101,Pure Mathematics,,,,,1370-1444,0037-5454,,
20509,C,Bulletin of the British Society for the History of Mathematics.,2103,Historical Studies,,,,,1749-8430,1749-8341,0962-9416,
11727,C,Bulletin of the Cantigueiros,2005,Literary Studies,,,,,0898-8463,,,
1315,B,Bulletin of the Chemical Society of Japan,03,Chemical Sciences,,,,,0009-2673,1348-0634,,
9894,C,Bulletin of the Comediantes,1904,Performing Arts and Creative Writing,,,,,0007-5108,1944-0928,,
36619,C,Bulletin of the European Association for Theoretical Computer Science,0802,Computation Theory and Mathematics,,,,,0252-9742,,,
17599,C,"Bulletin of the Faculty of Education, Ibaraki University. Natural science",MD,Multidisciplinary,,,,,0386-7668,,,
7998,C,Bulletin of the History of Archaeology,2101,Archaeology,,,,,1062-4740,,,
11292,B,Bulletin of the History of Medicine,2103,Historical Studies,,,,,0007-5140,1086-3176,,
6930,B,Bulletin of the Institute of Classical Studies,2103,Historical Studies,,,,,0076-0730,2041-5370,,
75,C,Bulletin of the Institute of Combinatorics and its Applications,0101,Pure Mathematics,,,,,1183-1278,,,
6931,A,Bulletin of the Institute of History and Philology Academia Sinica,2103,Historical Studies,,,,,1012-4195,,,
41772,B,Bulletin of the International Organization for Septuagint and Cognate Studies,2203,Philosophy ,2204,Religion and Religious Studies,,,0145-3890,,,
557,C,Bulletin of the Iranian Mathematical Society,0101,Pure Mathematics,,,,,1018-6301,1735-8515,1017-060X,
6932,A,Bulletin of the John Rylands University Library of Manchester,2204,Religion and Religious Studies,,,,,0301-102X,,,
1316,C,Bulletin of the Korean Chemical Society,03,Chemical Sciences,,,,,0253-2964,1229-5949,1225-0058,
76,C,Bulletin of the Korean Mathematical Society,0101,Pure Mathematics,,,,,1015-8634,,,
77,A,Bulletin of the London Mathematical Society,0101,Pure Mathematics,,,,,0024-6093,1469-2120,,
41561,B,Bulletin of the Malaysian Mathematical Society,0101,Pure Mathematics,,,,,0126-6705,,,
9377,A,Bulletin of the Modern Language Society of Helsinki,2003,Language Studies,2004,Linguistics,,,0028-3754,,,
10441,A,Bulletin of the Museum of Far Eastern Antiquities,1901,Art Theory and Criticism,2101,Archaeology,,,0081-5691,,,
17656,C,Bulletin of the National Research Centre,MD,Multidisciplinary,,,,,1110-0591,,,
17517,C,Bulletin of the Polish Academy of Sciences.  Technical Sciences,MD,Multidisciplinary,,,,,0239-7528,,,
78,C,Bulletin of the Polish Academy of Sciences. Mathematics,0101,Pure Mathematics,,,,,0239-7269,1732-8985,0137-639X,
42198,C,Bulletin of the Royal College of Surgeons of England,1103,Clinical Sciences,,,,,1473-6357,1478-7075,,
36957,C,Bulletin of the Santayana Society,2203,Philosophy ,,,,,0846-8508,,,
21234,A*,Bulletin of the School of Oriental and African Studies (University of London),MD,Multidisciplinary,,,,,0041-977X,1474-0699,1356-1898,
11293,B,Bulletin of the Scientific Instrument Society,2202,History and Philosophy Of Specific Fields,,,,,0956-8271,,,
8349,B,Bulletin of the Section of Logic,2203,Philosophy ,,,,,0138-0680,,,
34470,A*,Bulletin of the Seismological Society of America,0404,Geophysics,0905,Civil Engineering,,,0037-1106,1943-3573,,
17632,C,Bulletin of the Society for Science on Form,MD,Multidisciplinary,,,,,0915-6089,,,
41559,C,Bulletin of the University of Kiev,0101,Pure Mathematics,0104,Statistics ,,,1728-3817,,,
41384,C,Bulletin of the Wader Study Group,0608,Zoology,,,,,0260-3799,,,
13455,A,Bulletin of the World Health Organization,1117,Public Health and Health Services,,,,,0042-9686,1564-0604,,
17699,C,Bulletin of tjhe Suzugamine Women's College: Natural Science,MD,Multidisciplinary,,,,,0389-5025,,,
1713,A,Bulletin of Volcanology,0403,Geology,,,,,0258-8900,1432-0819,,
3073,C,Bulletin of Zoological Nomenclature,0608,Zoology,,,,,0007-5167,,,
10281,C,Bullettino Storico Empolese,1901,Art Theory and Criticism,,,,,0007-5795,,,
11729,C,Bunyan Studies,2005,Literary Studies,,,,,0954-0970,,,
10282,C,Burgen und Schloesser: Zeitschrift fuer Burgenforschung und Denkmalpflege,19,Studies In Creative Arts and Writing,,,,,0007-6201,,,
8002,C,Buried History,2101,Archaeology,,,,,0007-6260,,,
6934,A*,Burlington Magazine,1901,Art Theory and Criticism,1905,Visual Arts and Crafts,,,0007-6287,,,
15845,B,Burns,1103,Clinical Sciences,,,,,0305-4179,1879-1409,,
